bss,x,y,geometry,dpt,prof,alt,masse_eau,codes_bdlisa,CodeEH,InclusEH,EtatEH,NatureEH,MilieuEH,ThemeEH,OrigineEH
08271X0106/F1,-0.653581499,44.743033558,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.653581499249919, 44.7430335582289]}",33,95.0,53.4,,324AA01,324AA01,324AA,1,5.0,8,2.0,1.0
08733X0016/F1,-1.163977977,44.393143004,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.1639779771623715, 44.393143003854746]}",40,580.0,24.94,,324AA01,324AA01,324AA,1,5.0,8,2.0,1.0
08511X0036/F1,-0.650900305,44.622811043,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.650900304978932, 44.6228110426546]}",33,12.0,67.69,,308AC01,308AC01,308AC,2,5.0,1,2.0,1.0
06613X0036/F1,0.227626886,46.024152501,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.22762688580675522, 46.02415250140811]}",16,19.0,83.0,,358AF06,358AF06,358AF,4,5.0,5,2.0,1.0
08026X0036/F1,-0.988965253,44.840921909,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.988965252607246, 44.8409219089005]}",33,2416.0,36.86,,348AE01,348AE01,348AE,1,5.0,1,2.0,1.0
03646X0086/F1,2.30815915,47.914524773,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.30815914957295, 47.9145247732272]}",45,67.3,129.0,"[""Multicouches craie séno-turonienne et calcaires de Beauce sous forêt d'Orléans captifs""]",107AF02,107AF02,107AF,3,5.0,5,2.0,1.0
10014X0007/F1,-1.49272997,43.552395535,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.49272996991981, 43.5523955353019]}",40,12.0,10.0,,308AA01,308AA01,308AA,2,5.0,1,2.0,1.0
08536X0017/F1,0.165245195,44.500120203,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.16524519518794997, 44.500120202687164]}",47,522.0,21.71,,348AA01,348AA01,348AA,1,5.0,8,2.0,1.0
08278X0127/F1,-0.424288904,44.69692754,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.4242889041444185, 44.69692754014424]}",33,305.0,31.95,,334AG02,334AG02,334AG,1,5.0,4,2.0,1.0
07948X0047/F1,5.025114233,45.067220928,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.02511423274284, 45.0672209277516]}",26,220.0,210.0,,521AU00,521AU00,521AU,3,5.0,1,2.0,2.0
08033X0157/F1,-0.528177112,44.92017723,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.528177112469514, 44.9201772304513]}",33,442.0,3.8,,344AA01,344AA01,344AA,1,5.0,4,2.0,1.0
10163X0157/F1,3.860831606,43.532187795,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.8608316055903042, 43.532187794817226]}",34,67.0,6.0,"['Calcaires jurassiques pli W de Montpellier, unité Mosson + sud Montpellier affleurant + ss couverture']",681AA05,681AA05,681AA,3,5.0,3,4.0,1.0
04706X0067/F1,5.188510426,47.398027482,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.18851042583215, 47.3980274822043]}",21,43.8,231.0,['Alluvions plaine de la Tille (superficielle et profonde)'],710AE01,710AE01,710AE,2,5.0,1,1.0,1.0
10151X0077/F1,3.272889061,43.513477258,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.272889060934682, 43.513477258401565]}",34,58.5,178.0,,681AB01,681AB01,681AB,2,7.0,1,4.0,1.0
06754X0077/F1,5.356636752,46.028101809,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.35663675229116, 46.0281018091017]}",01,35.6,247.25,"[""Alluvions plaine de l'Ain Nord""]",712GB05,712GB05,712GB,2,5.0,1,1.0,1.0
09261X0008/F1,-0.322399521,44.03335638,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.32239952125171817, 44.03335637954174]}",40,74.0,93.0,,344AA01,344AA01,344AA,1,5.0,4,2.0,1.0
05716X0008/F1,1.959874698,46.638596213,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.9598746977777264, 46.63859621296979]}",36,131.7,184.65,,143AB99,143AB99,143AB,3,6.0,1,2.0,1.0
09783X0018/F1,-0.49582,43.69788,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.49582, 43.69788]}",40,110.0,60.0,,340AA02,340AA02,340AA,1,5.0,4,2.0,1.0
09008X0028/F1,-0.041152349,44.158788837,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.0411523491782731, 44.1587888373404]}",47,85.0,142.58,,320AA01,320AA01,320AA,1,5.0,4,2.0,1.0
09507X0048/F1,-0.889238815,43.757366672,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.889238814562434, 43.7573666723905]}",40,252.0,40.0,,340AA02,340AA02,340AA,1,5.0,4,2.0,1.0
07477X0048/F1,5.278050329,45.425263485,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.27805032926817, 45.4252634853449]}",38,37.0,448.32,['Alluvions de la Plaine de Bièvre-Valloire'],521AM00,521AM00,521AM,2,5.0,1,2.0,2.0
09261X0058/F1,-0.352719138,44.041755999,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.352719138191207, 44.041755999258]}",40,190.0,67.0,,348AE01,348AE01,348AE,1,5.0,1,2.0,1.0
08037X0398/F1,-0.521700868,44.879063843,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.5217008683123413, 44.87906384252422]}",33,1053.0,58.12,,348AA03,348AA03,348AA,1,5.0,8,2.0,1.0
08522X0009/F1,-0.257280623,44.5839903,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.257280623232571, 44.5839903000012]}",33,41.0,32.0,,324AA03,324AA03,324AA,2,5.0,5,2.0,1.0
09395X0059/F1,4.332271506,43.986590562,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.33227150617161, 43.9865905615228]}",30,146.0,84.0,['Calcaires urgoniens des garrigues du Gard BV du Gardon'],643AC01,643AC01,643AC,3,6.0,5,2.0,1.0
04552X0069/F1,-0.21548191,47.439554065,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.21548190956675164, 47.43955406540345]}",49,85.0,24.0,['Sables et grès du Cénomanien captifs'],123AE05,123AE05,123AE,3,5.0,1,2.0,1.0
08664X0069/F1,5.013414575,44.623127692,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.01341457478331, 44.6231276915494]}",26,75.0,275.0,,531AF01,531AF01,531AF,2,5.0,3,2.0,1.0
09632X0195/2008F1,3.717198377,43.918252318,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.71719837717378, 43.9182523184554]}",34,150.0,176.0,,,,,,,,,
09618X0227/2008F1,3.155766938,43.81251973,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.1557669382065, 43.8125197304321]}",34,51.6,-999.0,,,,,,,,,
09373X0026/CROSF1,3.824957644,43.993632467,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.8249576439993933, 43.993632467163]}",30,139.0,510.0,['Socle cévenol BV des Gardons et du Vidourle'],691AC02,691AC02,691AC,2,6.0,4,3.0,1.0
09021X0012/BRUCH1,0.390869463,44.218816752,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.390869463112071, 44.2188167521199]}",47,620.0,37.0,,358AE03,358AE03,358AE,1,5.0,5,2.0,1.0
09993X0229/PZ_L1,7.104941887,43.670103148,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.10494188659218, 43.67010314827]}",06,,14.0,,,,,,,,,
07306X0066/PZEM1,-0.906990305,45.41092723,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.906990305357364, 45.4109272300503]}",33,111.5,2.46,,,,,,,,,
05013X0001/SM1,5.591689688,47.255880567,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.59168968793234, 47.2558805672227]}",39,13.72,192.99,"[""Alluvions de l'Ognon""]",710AB03,710AB03,710AB,2,5.0,1,1.0,1.0
05078X0040/PZN1,-1.815017938,47.004902278,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.81501793838007, 47.0049022777665]}",44,15.0,5.43,['Sables et calcaires du bassin tertiaire de Machecoul libres'],,,,,,,,
09267X0014/PIEZO1,-0.155560344,43.982375767,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.155560344404009, 43.9823757670165]}",40,110.0,120.0,,344AA02,344AA02,344AA,1,5.0,4,2.0,1.0
11221X0135/PIEZO1,9.393960032,41.862744372,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [9.39396003191804, 41.8627443720483]}",2A,18.0,3.0,,720BD01,720BD01,720BD,2,5.0,1,1.0,1.0
08065X0010/P1,0.375373667,44.868529357,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.37537366680914874, 44.86852935677928]}",24,6.0,24.0,,942AA01,942AA01,942AA,3,5.0,1,1.0,1.0
07621X0040/P1,1.865343086,45.271475367,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.86534308595158, 45.271475366727]}",19,27.0,491.61,,372AG11,372AG11,372AG,2,5.0,2,3.0,1.0
05471X0070/P1,2.589382468,46.961468948,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.58938246773254, 46.9614689478068]}",18,9.9,158.24,['Calcaires et marnes du Jurassique supérieur du bassin versant de Yèvre-Auron libres'],135AC05,135AC05,135AC,2,5.0,2,2.0,1.0
04536X0001/P1,-0.860308805,47.355188486,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.8603088049786138, 47.35518848601366]}",49,18.0,11.86,['Alluvions de la Loire armoricaine'],930FA01,930FA01,930FA,2,5.0,1,1.0,1.0
07616X0141/P1,1.533373139,45.250492051,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.53337313939554, 45.2504920514216]}",19,51.0,359.01,,372AG16,372AG16,372AG,2,6.0,2,3.0,1.0
06432X0061/P1,2.278985176,46.201419569,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.27898517612808, 46.2014195685604]}",23,21.0,374.0,['Bassin versant du Cher'],113CR01,113CR01,113CR,2,5.0,1,2.0,1.0
05445X0081/P1,1.441728424,46.842255252,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.4417284242611, 46.8422552519133]}",36,16.2,135.57,"[""Calcaires et marnes du Dogger et Jurassique supérieur de l'interfluve Indre-Creuse libres""]",135AC01,135AC01,135AC,2,5.0,2,2.0,1.0
07857X0381/P1,1.665009351,45.019989282,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.66500935064784, 45.0199892822156]}",19,41.0,134.03,,362AA01,362AA01,362AA,1,5.0,8,2.0,1.0
05736X0002/P1,2.679950294,46.682568609,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.67995029381964, 46.6825686093805]}",03,32.17,213.5,['Grès et arkoses du Trias du Berry libres'],143AD99,143AD99,143AD,3,5.0,1,2.0,1.0
08031X0302/P1,-0.637921384,44.997405196,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.637921383777523, 44.9974051960645]}",33,4.88,12.0,,,,,,,,,
03284X0012/P1,2.500427661,48.226465437,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.50042766115368, 48.2264654372067]}",45,6.0,137.0,,107AA01,107AA01,107AA,3,5.0,5,2.0,1.0
07676X0012/P1,3.725981856,45.196405211,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.72598185603456, 45.1964052109352]}",43,,1139.0,['Edifice volcanique du Devès'],158AA01,158AA01,158AA,2,5.0,4,5.0,1.0
01462X0032/P1,-0.22042245,49.130989002,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.220422449879738, 49.1309890016564]}",14,4.5,17.0,,,,,,,,,
08153X0052/P1,3.818328608,44.92182189,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.81832860775289, 44.9218218900478]}",43,115.0,1079.0,['Edifice volcanique du Devès'],158AA01,158AA01,158AA,2,5.0,4,5.0,1.0
03627X0052/P1,1.688250793,47.958232992,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.68825079290269, 47.9582329923407]}",45,12.0,117.6,['Multicouches craie du Séno-turonien et calcaires de Beauce libres'],107AA02,107AA02,107AA,3,5.0,5,2.0,1.0
07852X0072/P1,1.579128779,45.172484699,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.57912877873354, 45.1724846993873]}",19,6.0,119.19,,040AG17,,,,,,,
06674X0003/P1,2.501192845,46.034556704,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.50119284452675, 46.0345567043653]}",23,61.0,571.74,['Bassin versant du Cher'],203AA05,203AA05,203AA,2,6.0,2,3.0,1.0
05035X0003/P1,6.144849917,47.244179747,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.14484991728374, 47.2441797465741]}",25,55.0,414.94,"['Calcaires jurassiques BV Loue, Lison, Cusancin et RG Doubs depuis Isle sur le Doubs']",515AF01,515AF01,515AF,3,5.0,3,2.0,1.0
03986X0003/P1,1.955452676,47.749997875,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.95545267632953, 47.7499978745473]}",45,62.95,126.0,,,,,,,,,
09441X0013/P1,6.119957065,44.036233418,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.11995706460449, 44.0362334181034]}",04,6.0,493.0,['Alluvions de la Bléone'],716CA05,716CA05,716CA,2,5.0,1,1.0,1.0
10217X0223/P1,5.662765841,43.414466435,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.66276584092096, 43.4144664352674]}",13,150.0,410.0,,563AA01,563AA01,563AA,3,5.0,5,2.0,1.0
07384X0043/P1,2.140250069,45.470745471,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.14025006876868, 45.4707454709016]}",19,59.0,604.19,,372AC02,372AC02,372AC,2,6.0,2,3.0,1.0
07615X0043/P1,1.459741395,45.2556214,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.45974139463839, 45.255621400235]}",19,6.0,111.27,,040AG17,,,,,,,
03983X0083/P1,1.986956185,47.836121448,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.98695618510967, 47.8361214475795]}",45,7.3,98.0,,,,,,,,,
06417X0014/P1,1.646345884,46.156903752,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.64634588435523, 46.1569037521003]}",23,15.0,380.45,['Bassin versant de la Gartempe'],201AE01,201AE01,201AE,2,5.0,2,3.0,1.0
07703X0064/P1,4.877651512,45.285803361,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.8776515117909, 45.2858033613691]}",26,18.4,182.0,,521AM00,521AM00,521AM,2,5.0,1,2.0,2.0
06426X0015/P1,1.912331208,46.15163885,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.91233120824958, 46.1516388501454]}",23,49.0,418.73,['Bassin versant de la Creuse'],201AG08,201AG08,201AG,2,5.0,2,3.0,1.0
09782X0006/P1,-0.60400927,43.722391636,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.6040092699455482, 43.72239163633367]}",40,3.0,42.9,,348AG02,348AG02,348AG,1,5.0,4,2.0,1.0
06667X0006/P1,2.028863194,45.904671276,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.02886319364463, 45.9046712757462]}",23,25.0,573.24,['Bassin versant de la Vienne'],201AI05,201AI05,201AI,2,5.0,2,3.0,1.0
07155X0016/P1,2.211360959,45.600404292,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.2113609593701, 45.6004042915151]}",19,13.0,761.45,,372AA12,372AA12,372AA,2,6.0,2,3.0,1.0
01506X0016/P1,1.249032003,49.003128233,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.24903200337214, 49.0031282325957]}",27,71.95,130.5,['Craie altérée du Neubourg-Iton-plaine de Saint-André'],121AS01,121AS01,121AS,2,5.0,9,2.0,1.0
07844X0076/P1,1.373866719,45.14181915,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.37386671887427, 45.1418191497986]}",19,38.0,113.57,,366AA01,366AA01,366AA,1,6.0,8,2.0,1.0
07143X0017/P1,2.043334282,45.637829918,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.04333428239489, 45.6378299175427]}",19,58.0,830.23,,372AG01,372AG01,372AG,2,5.0,2,3.0,1.0
07853X0027/P1,1.701614114,45.093613954,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.70161411390455, 45.0936139539931]}",19,74.0,396.0,,366AA01,366AA01,366AA,1,6.0,8,2.0,1.0
08101X0227/P1,1.844678072,44.949940679,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.84467807186319, 44.9499406791392]}",19,15.0,138.84,,942AA01,942AA01,942AA,3,5.0,1,1.0,1.0
01205X0447/P1,-0.358752504,49.175784571,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.358752504174045, 49.1757845708634]}",14,13.0,4.97,,,,,,,,,
05475X0057/P1,2.602685198,46.831789318,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6026851976113, 46.8317893184353]}",18,51.0,163.43,['Calcaires à silex et marnes captifs du Dogger sud bassin parisien'],139AD01,139AD01,139AD,1,5.0,4,2.0,1.0
07916X0008/P1,3.761689363,45.060946408,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.76168936274147, 45.0609464081129]}",43,51.5,884.6,['Edifice volcanique du Devès'],158AA01,158AA01,158AA,2,5.0,4,5.0,1.0
06894X0018/P1,1.75359489,45.893207171,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.75359489022412, 45.8932071707256]}",23,40.0,574.03,['Bassin versant de la Vienne'],201AI06,201AI06,201AI,2,6.0,2,3.0,1.0
07657X0018/P1,3.098887675,45.242098391,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.09888767502096, 45.2420983914118]}",15,5.13,951.0,"[""Edifice volcanique du Cantal du bassin versant de l'Allier""]",155AA01,155AA01,155AA,2,5.0,4,5.0,1.0
08187X0238/P1,4.946516405,44.870364105,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.94651640547916, 44.8703641048088]}",26,9.3,142.0,,521AR00,521AR00,521AR,2,5.0,1,2.0,3.0
01474X0048/P1,0.29765385,49.053114691,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.29765384987873666, 49.053114690593915]}",14,27.15,163.0,"[""Craie et Marnes du Lieuvin-Ouche - Pays d'Auge - bassin versant de la Touques""]",123BX01,123BX01,123BX,2,5.0,9,2.0,1.0
09506X0048/P1,-0.926053303,43.787829704,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.9260533032125593, 43.787829704369706]}",40,8.5,9.0,,948AA03,948AA03,948AA,3,5.0,1,1.0,1.0
01205X0448/P1,-0.358757411,49.17587444,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.358757410766687, 49.1758744397028]}",14,20.0,4.7,,,,,,,,,
04854X0188/P1,-0.078066719,47.259053422,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.07806671914258308, 47.259053422253444]}",49,13.1,29.0,['Alluvions de la Loire moyenne après Blois'],930DA03,930DA03,930DA,2,5.0,1,1.0,1.0
10212X0029/P1,5.550939404,43.47125293,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.55093940378963, 43.4712529303627]}",13,7.5,215.0,"[""Formations variées et calcaires fuvéliens et jurassiques du bassin de l'Arc""]",563AA01,563AA01,563AA,3,5.0,5,2.0,1.0
